4	4.992
4	4.82
5	4.22
6	2.244
7	1.583
8	3.837
9	26.268
10	145.129
11	501.172
4	4.98
5	4.297
6	2.626
7	1.674
8	3.579
9	27.219
2	1.01
3	2.247
4	5.333
5	4.225
2	1.007
3	2.248
4	4.924
2	0.24525
3	0.278875
4	0.3125625
5	0.1488125
6	0.041421875
7	0.0114453125
8	0.0139921875
9	0.065005859375
10	0.1385224609375
11	0.23755712890625
